epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,397.779,1.43624,2.93628,3.12463,0.00999,1.68344,0.46401,0.24708,0.23576,0.16477,0.46173,0.23036,0.22538,0.13458,1.50923,2.73461,2.39993,0.01338,0,0.00999209,0.0033307,0.00999209,0.0033307,0.00999209,0.0033307,0.00999209,0.0033307
